Id,Score
408693,6
36987,3
399198,4
13348,5
408092,4
291782,6
354132,4
310417,5
283914,5
340580,4
501825,4
282573,4
499798,4
383928,5
333249,5
13231,2
149791,4
55692,5
346483,4
50779,4
166384,5
365976,4
317896,5
400900,5
505002,4
548373,4
299555,4
448792,4
360977,4
134761,4
429754,4
559449,5
447531,4
61407,5
145971,4
264974,5
74061,4
133222,4
69112,5
21892,3
492440,4
240374,4
84777,4
262415,5
265580,4
516232,4
490368,4
390792,4
174733,4
96655,4
90869,4
97071,5
110820,4
221069,4
226090,4
126612,4
138523,4
36871,6
463957,4
346799,4
416867,4
170184,5
73035,4
85071,5
437944,6
445930,2
553551,4
126847,3
378485,4
246808,5
187864,4
376956,5
176734,2
308791,3
16876,3
174767,4
19242,5
118107,3
443669,5
151649,4
279378,4
525479,5
456142,4
200149,4
366205,5
362286,4
557055,4
349285,5
508331,3
402604,4
26092,5
258321,4
58092,4
102493,5
451480,5
518897,4
383332,4
164989,2
252568,5
132557,4
61643,4
511934,5
1979,5
286683,5
168930,3
315784,5
247785,2
235008,4
477571,3
413721,4
349854,5
532626,3
549224,5
200475,4
374788,5
368774,4
99527,4
358760,4
394162,4
327346,4
186096,5
221355,4
205448,3
414508,4
231912,5
540921,4
547382,4
1546,4
397667,3
350835,6
247790,3
300480,4
339881,4
528045,4
155700,4
291338,4
52292,5
84108,5
116748,4
335391,4
385934,4
272599,3
111853,4
274165,3
325229,4
500509,5
303377,5
412927,4
480620,5
92478,6
312782,4
81521,4
460006,4
382694,3
508543,4
90490,4
191687,5
423084,4
83570,5
335691,4
236778,4
120979,4
188413,5
480723,5
252263,3
512458,6
225591,4
497153,5
478635,4
420938,4
148329,4
295078,4
193987,4
183168,5
496750,6
77052,4
531416,4
449523,3
391738,4
298889,5
221676,4
30521,5
334168,4
183283,3
271499,3
222945,2
109082,4
339253,4
369089,5
58764,5
72960,4
438207,4
94632,4
200390,2
217315,4
314180,5
177759,4
481994,5
276460,5
421827,5
102765,3
282126,4
16909,5
360187,5
40807,5
18114,4
494169,4
305157,5
350981,3
558505,4
175497,4
306482,5
447283,5
304159,5
386517,4
115935,4
208767,5
345942,5
467583,4
33392,4
177113,4
398375,5
546826,5
30943,4
132677,4
374892,6
249112,4
3343,4
57647,4
324089,5
32805,4
121990,3
193936,5
87903,6
546004,4
488898,4
545724,5
464764,4
85286,4
193827,5
477267,4
407317,4
170341,4
479261,4
290763,4
287456,5
354671,4
440080,5
358269,3
85662,2
361884,4
230637,5
361444,6
115937,3
333757,5
232691,4
134909,4
374092,4
192756,4
210189,4
501330,5
431044,4
530805,5
53552,5
353014,3
358068,4
252292,3
49746,4
414076,4
55639,3
31837,5
470560,4
312797,5
23390,4
389511,4
434992,4
321008,5
331294,4
295929,5
316689,4
59976,4
43478,5
229843,5
379311,4
344711,5
424066,4
68013,4
344579,4
419945,-2
90274,5
229551,4
240295,5
263595,3
274179,3
323293,4
456779,4
384173,4
94186,3
319473,4
544462,4
541701,4
272506,4
288016,4
213156,4
206352,4
462677,4
389920,4
532321,4
541708,5
555364,4
419485,5
339766,4
173798,5
521638,4
175592,5
386053,4
492588,4
236429,3
328295,5
102458,4
529199,4
336950,4
188919,4
476245,4
462033,4
456773,4
373056,4
314017,4
48838,4
151606,4
213592,5
301906,4
93539,5
345158,5
495205,4
184521,4
356841,5
17294,5
383858,4
202680,5
245919,4
187836,4
365603,3
235716,5
162913,4
148755,4
59524,4
27484,4
203633,4
555513,5
306884,4
516636,4
329705,5
250174,4
242118,4
372940,3
529744,4
39035,4
537170,5
42954,4
468518,4
63591,1
336980,4
499132,4
553080,5
43005,5
184946,3
522542,2
440439,3
59195,3
497334,3
104550,4
436295,5
175258,4
120586,4
48238,4
156702,5
252825,5
45549,5
414165,6
124477,5
39770,4
487927,3
494907,4
310360,4
46101,3
64422,5
297447,3
23422,4
438675,4
204046,4
447617,5
553847,4
406736,4
279262,4
438842,4
528534,4
491140,4
355675,5
557409,5
178827,4
417346,4
178457,4
420764,5
235058,4
167904,3
546164,4
223701,5
57838,4
550211,4
313112,4
463412,4
138559,4
362954,4
87100,4
309001,5
95710,4
452689,5
225658,4
545566,5
73232,3
245752,5
420959,4
46623,4
166169,2
456516,3
8021,6
366390,4
156279,4
126186,3
170600,4
21783,4
369324,4
473639,4
9519,3
210786,5
277097,3
154776,4
93481,6
319663,5
196836,5
413827,4
471812,3
163533,4
168871,4
193358,4
275409,4
486082,5
464966,4
347551,4
282502,5
502668,4
21978,5
71348,5
403107,4
102867,4
175433,4
173894,4
174716,5
75776,4
547195,4
311095,5
277442,2
239351,4
94731,5
58548,4
265881,5
95327,4
313211,5
385775,4
180135,5
548022,5
455005,4
448018,5
269481,5
553199,4
31762,4
261751,5
6745,4
5704,5
393331,5
472325,4
258363,4
442654,4
385258,5
478832,4
123969,5
302898,4
216286,5
307005,3
541368,4
426127,4
511927,4
356247,2
75032,4
374465,6
185104,5
95102,5
27399,4
295742,4
266942,4
416876,4
299568,4
62999,5
30681,5
228933,4
158450,4
267995,4
480753,3
243081,4
327237,4
184230,5
330541,4
184760,4
146763,3
474025,5
287691,5
293379,5
478324,5
3551,4
200735,4
449816,4
82963,4
491591,3
34071,5
557886,4
336873,5
194526,4
43673,4
237465,4
313840,4
120991,5
321381,4
288327,4
55872,3
423448,5
454174,3
443888,5
491753,5
252076,4
485601,4
497500,4
498482,4
351452,4
514967,5
265911,6
221019,3
541328,5
401849,5
45968,4
156062,5
136612,3
358763,4
247666,3
500334,4
540412,4
170205,4
270866,5
407175,4
227639,3
60536,4
129914,5
504209,5
182567,3
262661,4
438463,4
254711,4
272150,4
134804,4
115162,4
229082,5
260287,5
137322,4
399668,2
172044,4
193628,4
105629,4
338989,4
499420,5
239183,3
546387,5
51287,5
462704,4
49785,4
205953,4
229356,5
153005,6
14953,5
407592,4
463009,4
440979,6
544527,5
378792,4
208844,5
179733,5
313569,4
52008,4
346284,4
180729,3
486470,4
392862,5
390788,4
292423,4
250064,4
409800,3
129402,4
477046,4
488303,4
472728,4
166673,5
78896,4
164065,3
554444,5
152602,5
412243,3
266920,4
407545,3
145092,4
259263,4
380760,4
346433,4
323389,5
422366,4
482850,4
395424,4
462710,4
28603,4
544213,5
416903,4
8560,3
167063,5
2472,4
339970,3
152975,4
343883,5
310167,4
494055,5
298497,4
436024,4
190506,4
147880,4
36593,4
110183,4
21459,4
125114,4
127546,4
406365,3
314191,4
554363,3
326305,4
326403,4
481920,4
149831,4
61569,5
548619,3
461181,4
262291,5
2492,3
226605,3
398549,4
329227,5
438589,5
529299,5
263011,5
546294,4
218213,4
317176,4
513668,4
257648,4
373257,5
429897,5
99330,5
525590,4
525732,4
275643,5
172304,5
73651,4
438855,4
183133,4
454515,3
487395,4
266922,4
37263,4
311505,5
251917,4
311666,5
557621,5
170091,2
204642,5
399611,4
240976,5
24156,4
441824,5
121478,4
264299,4
331481,5
231076,5
132504,4
250089,4
497527,4
80170,4
339440,4
304202,5
297257,3
475876,4
50599,4
243,4
247442,4
303159,3
32496,4
128488,5
411044,2
129608,4
523423,3
252278,4
177478,4
223877,4
487143,4
167029,4
515977,4
83333,5
129897,4
310382,4
325875,4
351270,4
116082,5
145880,5
367571,4
456029,4
436025,3
66356,3
319961,4
136260,3
541309,3
71545,4
102054,4
468858,4
288837,5
118993,5
428572,5
303611,5
439765,4
165614,4
246283,2
228157,5
362727,5
126670,5
64484,4
402866,4
136648,4
279325,4
139477,3
17474,5
82956,5
426557,5
309974,3
90451,3
431287,4
149722,5
537530,5
306217,5
152062,5
490735,3
257675,4
232015,3
173948,4
66821,5
237372,4
186715,5
534977,3
476413,5
217401,5
197754,4
439135,5
199261,3
170891,4
315710,4
283150,3
18547,4
271464,4
139235,4
362970,5
157005,5
350991,3
386638,4
107027,4
481544,4
457486,5
517287,3
512505,3
354732,6
492761,3
328344,6
509211,5
4972,3
181074,4
492819,5
413498,4
542147,5
308665,4
405912,4
417158,5
430820,4
251252,4
149780,5
380122,5
248160,5
185281,4
117679,6
505978,5
169578,3
458490,3
447503,4
555184,4
63794,4
267701,6
310370,4
100381,5
97135,4
72451,4
409099,4
262625,4
84229,3
287690,5
30156,4
137107,4
182491,4
393325,5
349605,4
240913,4
451149,4
413167,4
360783,4
463583,4
415138,4
187078,5
420982,4
165310,4
261461,4
399758,5
204440,4
464606,5
415876,5
144696,5
368005,3
385290,4
262567,4
290302,5
394950,6
491062,4
377470,4
288519,4
559849,4
416064,5
30258,5
292572,5
105248,4
399094,6
273254,2
306070,5
192375,4
120725,4
494233,4
241201,4
167807,5
417078,5
466397,5
78305,4
270154,5
11277,4
419399,4
340094,4
422763,5
276108,4
49122,3
311823,4
200714,4
500606,4
24743,4
476168,4
66837,5
262273,5
204411,4
129300,3
529450,5
449177,4
279485,5
46440,5
327766,4
282469,3
381183,5
182693,6
391022,5
90647,4
245242,5
190021,5
360895,4
215833,3
458433,4
473161,4
96139,5
434268,5
389059,3
186746,4
419597,4
447495,4
85839,4
111911,4
145878,3
169791,5
424715,5
356998,5
352220,4
335528,5
513232,5
555283,4
415088,5
499659,3
552198,4
468157,4
275729,4
346087,4
293117,4
475781,5
163797,5
110006,4
495780,4
511291,4
32985,3
350004,3
315371,5
350860,4
44526,3
63661,5
321427,5
389540,3
457951,5
416541,4
314611,5
154715,4
10611,5
479061,5
99051,4
74260,5
57867,4
529327,4
318085,5
40325,5
107983,5
132363,4
291592,4
180951,4
275097,4
439246,2
408707,4
172171,5
321753,5
363618,3
553865,5
86967,4
483827,5
81277,5
400404,4
124852,4
390959,5
73582,4
56718,5
246569,4
392633,4
247324,4
310342,4
231679,5
113319,5
24148,2
540841,5
491355,4
491678,4
126126,4
37356,5
347104,5
560702,4
18221,5
504795,4
519038,4
237182,4
25923,5
16646,4
62088,4
451799,4
244739,5
351476,5
496143,4
319028,5
105409,5
201513,4
246702,3
483577,4
459511,5
360405,5
361154,5
174573,4
545675,4
79523,4
364266,5
314659,4
409397,5
209298,4
45801,5
40849,5
139393,4
520371,4
291777,4
458258,4
533110,4
238266,5
385029,5
397245,4
459293,4
489789,6
161777,3
53773,3
375749,3
470044,4
99763,4
337198,5
438288,5
191235,5
450615,4
513480,5
238948,4
43553,5
120531,4
505882,4
138854,4
552519,4
193135,4
14418,4
242925,4
360667,5
462202,4
239588,5
283573,5
263936,3
275902,4
513032,4
20252,4
328614,4
136173,4
414231,5
21446,5
238341,4
241110,4
20859,5
514617,3
49822,4
13949,3
13000,4
239591,5
412124,5
65255,3
43865,4
167974,4
301220,4
493875,3
116766,4
195550,5
275189,4
434742,4
290478,4
4563,4
42665,4
258095,3
278276,4
280971,4
401962,3
413213,3
194515,4
25567,4
183457,4
237135,3
515007,4
149745,4
457013,4
347646,6
461536,3
394510,4
546934,4
122858,5
2146,4
145463,4
332410,5
153014,6
380210,4
358848,4
283082,3
91984,4
240315,4
469050,4
349460,5
506457,4
368498,4
146643,4
126170,5
91130,4
12566,4
96119,4
508462,4
87793,4
433203,5
466304,4
497616,4
522621,4
331890,3
236869,4
40505,4
387087,4
536313,4
333689,4
442923,4
169102,4
465051,3
557547,4
43695,5
456377,5
273444,4
471079,5
438457,5
319726,5
274463,6
260093,4
418109,4
335157,5
477622,5
258151,4
540828,4
102639,5
478624,3
34214,4
119987,4
597,4
194610,4
474955,5
150326,5
469167,4
300129,4
501563,5
336716,4
340234,4
36624,5
332263,5
503167,5
202053,4
516474,4
17337,5
312353,4
130887,5
331977,4
427798,4
386663,4
30059,5
258375,5
63093,5
65623,4
518036,4
144755,4
378466,4
228238,5
102224,5
29471,6
172053,4
280155,5
527540,4
71426,4
115145,4
127452,4
295909,3
429956,5
392873,5
75464,5
308668,4
93435,3
39124,4
559561,4
402069,4
153862,5
235290,6
281638,5
451180,4
238403,4
143854,4
71077,4
398273,5
162206,4
154533,5
420658,4
83026,4
233320,4
148700,5
462139,3
81747,4
112047,4
87996,4
569,5
313247,3
400879,4
453162,4
318247,5
291915,4
129670,4
376619,4
280647,4
212989,4
220162,4
472477,4
366051,4
281254,4
13283,5
274972,5
329896,4
116580,4
243898,3
350722,4
404168,5
480406,5
522223,6
461548,4
9376,4
486328,4
376138,4
236417,4
350406,4
182612,4
539308,5
262580,4
418949,5
88798,4
552306,4
512382,4
65334,6
299925,4
491342,4
536513,4
481822,4
423629,5
16950,4
446696,4
210373,4
41839,4
272954,4
67305,4
312898,4
405147,4
494276,4
191126,4
157053,5
523196,4
18603,5
349653,3
433954,4
419262,3
237261,5
332713,4
279506,4
501505,4
262165,5
99971,5
367366,4
263393,4
91375,4
498380,4
396470,4
324814,5
295582,3
517127,4
485502,3
72080,4
102248,4
14060,4
424020,3
500862,5
299816,4
437505,5
118804,5
511730,4
472874,3
260625,5
150651,5
424515,2
373621,5
395204,5
470386,4
207017,5
16846,3
70145,4
169492,4
351053,4
364832,4
545392,2
556168,5
232557,4
362983,4
127244,4
38346,4
503574,4
10440,4
556958,4
463521,4
351825,3
301160,6
53726,4
391173,5
287102,4
177302,4
420839,5
425851,4
128235,3
280051,4
52871,4
4211,4
439540,4
19011,4
487149,4
323281,5
360146,4
548303,3
248508,5
458060,5
340253,5
505665,4
226798,5
437024,5
203665,5
140907,5
491371,4
427931,4
346169,4
272151,4
539454,5
217927,4
314759,5
36400,4
393785,3
19881,3
105386,4
138328,4
515113,4
72088,5
517588,4
180714,4
524422,3
67134,3
158080,5
94922,6
378359,4
547478,5
20402,4
175972,5
8053,4
345144,5
246560,4
349694,4
145082,1
526865,4
212970,5
406360,4
525728,5
490506,2
484295,4
141618,4
312261,4
33452,3
71380,3
234970,3
310240,5
265600,4
555584,4
62681,4
411423,4
412127,4
173334,4
547745,4
380368,5
214137,6
360798,4
29926,4
22544,3
172361,4
509013,4
524552,4
366599,5
537555,4
249620,4
185342,4
534143,6
398939,4
382228,4
177234,4
448350,4
42095,3
310626,4
145263,4
195227,4
26723,3
517902,4
9717,4
258358,5
253074,5
157361,4
398222,4
420216,5
417280,5
41237,4
143911,4
215844,4
83501,4
152717,4
125654,3
61068,4
83987,4
81037,5
208131,4
63534,4
219930,4
24085,4
96118,4
416781,5
126672,5
490446,4
340963,4
247359,3
374218,4
22638,4
550720,4
63708,4
401312,4
183892,5
339733,4
338717,3
189861,5
12322,5
309310,3
268138,3
263523,5
531001,4
257933,4
145039,5
541570,4
201188,4
182897,4
34446,5
231538,3
465788,5
79105,3
481826,4
552322,4
524747,5
411020,3
31149,4
370696,5
109263,4
334171,4
143114,4
234254,3
321795,5
482141,4
222166,5
42533,5
527693,5
40593,5
98559,5
380398,4
426811,5
95810,5
430952,4
31444,4
96834,4
183089,5
224693,4
138211,5
217991,4
299154,4
61478,4
141293,4
474811,4
265790,5
63570,4
4903,4
475512,4
338080,5
119819,4
441758,4
515558,4
486106,4
150979,5
61634,3
520296,3
301179,3
183643,4
314800,4
103636,4
515931,4
449510,3
227389,4
108493,4
464260,3
513601,4
27305,3
241956,4
446828,4
211898,5
264059,5
510689,3
338663,4
529969,6
163293,4
484880,5
234694,3
146192,4
480109,4
455657,4
388693,1
507304,4
290605,3
197078,5
280033,3
56302,4
144603,5
401705,4
416114,5
375710,4
161356,4
130692,4
224822,3
246548,3
25909,4
213367,5
262193,3
44401,4
128700,4
1765,5
185334,4
397703,4
189003,4
65783,5
495025,4
477636,4
238335,4
116131,4
486610,4
275240,4
341792,4
108126,5
446606,4
535064,4
153384,4
93628,3
515589,4
344167,4
22279,2
337291,4
17249,3
181480,4
478444,5
26075,5
515408,5
491533,4
287235,4
421006,4
300594,4
411273,5
175736,4
106868,4
141334,4
164183,3
431511,4
492488,5
110094,5
155593,4
503763,4
31293,4
304120,4
397502,4
74370,4
31223,4
416219,5
161789,2
464003,4
112619,4
302969,5
324000,5
210558,4
172498,5
289878,5
68044,4
193598,5
392455,5
47344,3
24841,6
312062,5
139060,3
60042,4
368047,4
530291,6
313709,4
353452,5
375711,5
73641,5
416058,3
219989,4
291380,4
396304,4
346115,5
166019,5
465522,4
529963,5
39432,4
265522,4
21622,4
496140,4
142733,4
72957,3
237322,3
370077,4
51574,5
432411,6
2083,5
192139,2
409721,4
1373,4
213048,4
179465,3
291179,4
383710,5
353129,5
366795,4
194368,5
480990,4
156732,4
229867,6
319733,4
370674,4
406042,4
253833,4
312046,4
292417,4
245921,4
17219,4
88512,4
109625,5
391351,4
181933,3
546906,4
45969,5
47462,3
211685,4
492809,3
319560,5
245384,4
253028,3
241283,5
191961,4
215269,4
494193,4
460128,4
197049,4
267550,5
33864,4
12886,3
349657,5
38412,4
275355,4
173951,5
441379,6
554361,3
207564,4
449758,4
283650,4
437900,5
170625,4
55509,5
327773,4
282241,5
183976,5
429336,4
477043,4
94834,4
274321,4
557318,5
523645,5
376613,6
295990,4
505047,4
511296,4
145235,5
229786,5
244664,4
429818,4
538779,4
536697,4
26934,3
82032,4
471660,4
484325,6
457900,4
37443,5
538830,5
188071,4
341037,4
110636,5
336286,3
90177,4
31086,4
390210,4
174779,4
113943,4
437914,4
428279,4
436877,4
106569,5
22250,3
375629,5
477170,5
405801,4
504606,4
332592,4
333241,3
297970,5
505813,4
321957,3
247285,4
197146,5
194291,3
526505,5
328854,5
516936,4
252027,4
342961,5
539011,4
246390,5
294221,5
499762,4
482205,4
405087,4
215430,5
216281,5
139746,4
206974,5
99495,3
275576,3
200272,5
286195,6
466988,2
5510,4
306891,4
373313,4
480744,4
127096,4
83510,5
262711,5
500410,4
333533,6
213477,3
221871,5
144507,4
112322,4
426458,5
543681,4
176784,4
328288,5
498779,5
521003,4
11167,4
210528,4
487314,4
531483,4
151328,4
125383,4
14482,4
348483,5
430329,4
35410,4
99211,5
265259,6
544604,5
303819,3
393534,5
280017,4
106505,5
246275,5
58649,5
9396,4
43330,4
249447,4
175294,5
551308,5
341688,6
434708,4
231874,4
127839,4
367730,3
331617,4
346698,5
554923,4
548787,5
116923,5
508133,5
525914,5
291159,3
90632,5
85817,4
172375,4
423072,4
553022,4
218161,4
266670,3
400696,4
211909,4
185904,4
292155,4
56973,4
421137,3
102320,4
444545,4
63666,4
227311,4
11498,5
95769,4
466508,4
402211,4
518045,5
80633,4
542643,4
300400,4
45033,4
382957,4
215034,4
244972,5
85972,4
294222,4
142720,4
79842,2
544787,5
293418,4
346736,4
162819,3
47191,4
49448,4
173114,5
235836,4
179605,5
411616,5
338593,3
464718,3
360795,5
248890,4
469398,4
262007,4
479589,3
215301,4
499800,4
163610,4
151248,5
383872,5
108603,4
265198,4
209851,5
399071,4
19966,4
50457,4
290998,4
288547,5
263580,5
46708,4
214253,4
86908,5
169276,4
37164,4
282854,4
215466,5
124495,4
476623,4
319512,4
109553,5
401198,4
559658,4
559944,4
503126,4
275015,5
322451,4
3440,2
369362,4
287421,4
553984,4
8438,4
391335,3
26740,5
529070,5
128806,4
428551,5
185645,4
336564,4
292219,4
227894,4
107674,4
194982,4
341605,5
405039,4
484700,5
100543,5
444351,5
232104,4
517941,5
503941,4
174643,4
192144,4
59690,4
420854,5
194678,4
356914,4
33499,4
493647,5
41021,4
74130,4
217031,4
398307,5
508808,5
460398,5
438960,5
512927,5
257384,4
218257,3
515141,2
55581,5
403895,4
361418,3
365971,4
373828,5
459965,4
208494,5
207729,4
27659,4
498458,4
139774,4
380023,5
306283,4
487267,5
102420,5
115240,4
161402,6
516374,2
299023,5
17984,5
179525,4
479605,3
39734,4
210154,4
58355,4
229315,5
100166,3
213499,4
315458,3
360983,4
508488,5
465147,3
105559,4
506211,4
326242,4
161351,4
234895,5
77146,4
95509,4
43056,4
228603,5
548545,6
185447,4
483754,3
485803,4
547169,4
553557,3
402559,5
394581,4
37327,5
338495,4
202052,4
101408,4
431156,4
185948,3
117181,4
266676,3
268278,5
148725,5
377708,4
441908,5
125774,5
529384,5
557268,4
264478,4
364532,5
478517,4
87396,5
481834,4
338002,5
121432,5
386043,4
392480,4
502180,5
198484,4
554107,3
227482,4
451306,5
392707,4
164195,5
338406,4
177037,4
90418,4
412720,5
446759,4
434856,5
538918,5
546987,5
29386,6
95231,4
32767,5
321291,3
287597,4
486881,5
132502,4
314988,3
344878,5
455770,4
116520,3
7951,2
453862,5
224119,4
296304,4
153934,3
75811,5
285906,5
309691,4
533777,6
74734,3
57290,4
475742,5
467079,4
113305,5
366455,4
298298,3
164873,5
223797,2
527360,1
250365,5
143483,4
516161,4
390372,4
501754,4
166763,5
147064,4
411240,5
116389,6
221121,5
202963,5
224111,4
364786,4
257983,5
37258,5
513870,3
448605,4
296173,4
436606,5
160394,4
221386,5
244043,5
547786,5
337304,5
479007,4
265235,6
109113,5
411983,4
535671,4
535683,4
226956,4
176393,4
133423,4
356803,4
365565,4
76039,5
58745,4
110714,4
400563,3
378110,4
365243,5
68270,5
340842,4
482376,4
2901,3
52197,3
502165,4
46489,4
307565,5
56821,4
164720,4
398561,4
539743,5
490192,4
271683,5
337054,3
123420,4
217529,4
392220,6
186353,3
131895,4
491243,3
109265,5
249762,3
318837,4
30725,5
376879,4
404211,4
170140,4
334491,5
16968,4
415646,4
379330,5
150529,5
317908,5
296787,4
23615,4
406639,4
166670,6
368229,4
364268,6
261910,5
447443,4
221505,5
84525,4
498511,4
294162,4
252341,5
464007,5
34226,4
317110,4
13236,3
232205,5
158062,3
198445,4
392730,5
148218,5
304507,5
268494,4
405731,4
500034,5
141493,4
43497,4
111635,5
36515,3
423512,4
429901,5
534203,5
150198,4
553494,5
355991,4
184097,4
26909,5
218699,4
52277,4
459800,5
295112,4
470638,4
533383,5
125771,4
212476,2
61492,4
86759,4
142466,4
514117,4
311004,3
55308,4
48845,3
549958,3
154934,4
501927,4
300841,4
19817,4
147554,5
218664,5
37267,4
29476,5
485635,5
213983,4
275033,4
455227,5
232268,6
516004,6
346030,4
536493,4
394785,4
182196,4
402605,4
14815,5
396578,4
137027,4
543096,4
43008,4
254914,5
397406,4
57816,4
445886,6
406061,5
362349,4
316756,4
56713,4
90077,5
289316,4
266297,5
206560,5
487084,4
475106,1
137606,3
46766,4
102249,5
503422,4
234595,4
45596,4
336516,4
198177,5
66390,4
171798,4
247649,4
285386,4
261374,5
77459,5
126335,4
69945,4
64957,4
287713,4
221506,4
239909,5
147643,4
529719,3
230095,4
452141,4
511168,4
423483,3
470614,4
133424,4
113848,4
434901,4
548450,4
401734,4
29427,3
106147,5
102598,4
247924,3
116372,5
343776,6
309979,3
372241,3
450037,5
88184,4
251104,5
510090,4
54340,5
484316,4
431040,4
153824,4
439914,4
62292,4
263836,4
558317,4
525980,5
490553,3
752,4
390013,4
382373,4
65378,5
81573,3
393273,5
36667,4
212713,4
356744,4
162825,3
283488,4
264411,4
163826,4
22617,4
493675,4
307658,5
133642,3
141962,5
381124,5
453895,4
155996,3
454830,5
341881,5
24406,4
30553,5
107333,4
425433,5
474777,4
414348,5
300801,4
205222,4
11174,4
434403,4
8841,5
242464,5
293679,4
556904,4
140382,4
425498,4
322250,4
93056,4
403095,4
388789,5
214360,5
261530,3
421787,3
42325,4
105392,5
117352,4
454565,5
350539,4
34296,4
184003,3
213538,4
281306,4
412948,4
322370,3
138136,4
361948,4
303195,5
399464,4
517498,4
92685,4
7111,4
80247,5
452958,3
508738,5
328379,3
467066,5
359350,4
442596,4
